ClassName,layer
com.itextpdf.text.html.simpleparser.TableWrapper,6
com.itextpdf.text.pdf.hyphenation.Hyphenator,6
com.itextpdf.text.pdf.PdfSignatureAppearance$SignatureEvent,5
com.itextpdf.text.pdf.codec.TIFFLZWDecoder,3
com.itextpdf.text.pdf.hyphenation.HyphenationException,0
com.itextpdf.text.pdf.ByteBuffer,3
com.itextpdf.text.pdf.BaseFont$StreamFont,3
com.itextpdf.text.pdf.fonts.cmaps.CodespaceRange,0
com.itextpdf.text.Document,3
com.itextpdf.text.html.simpleparser.ChainedProperties,6
com.itextpdf.text.pdf.TrueTypeFontSubSet,3
com.itextpdf.text.pdf.qrcode.Version$ECB,2
com.itextpdf.text.pdf.PdfCopy$IndirectReferences,4
com.itextpdf.text.pdf.parser.FilteredTextRenderListener,11
com.itextpdf.text.pdf.parser.PdfContentStreamProcessor$TextMoveNextLine,10
com.itextpdf.text.pdf.PdfPKCS7$X509Name,3
com.itextpdf.text.Paragraph,3
com.itextpdf.text.pdf.CFFFont,3
com.itextpdf.text.pdf.parser.PdfContentStreamProcessor$ImageXObjectDoHandler,10
com.itextpdf.text.pdf.richmedia.RichMediaWindow,5
com.itextpdf.text.factories.RomanNumberFactory$RomanDigit,0
com.itextpdf.text.xml.simpleparser.handler.HTMLNewLineHandler,1
com.itextpdf.text.pdf.qrcode.ByteArray,0
com.itextpdf.text.pdf.PdfIndirectObject,3
com.itextpdf.text.pdf.PdfAnnotation$PdfImportedLink,3
com.itextpdf.text.pdf.PdfContentParser,3
com.itextpdf.text.pdf.ColorDetails,3
com.itextpdf.text.pdf.parser.LocationTextExtractionStrategy$TextChunk,11
com.itextpdf.text.RomanList,4
com.itextpdf.text.html.simpleparser.HTMLWorker,9
com.itextpdf.text.pdf.codec.TIFFConstants,0
com.itextpdf.text.xml.xmp.PdfA1Schema,1
com.itextpdf.text.pdf.PdfDate,3
com.itextpdf.text.pdf.PdfLiteral,3
com.itextpdf.text.pdf.PdfTransition,3
com.itextpdf.text.pdf.BarcodeQRCode,9
com.itextpdf.text.pdf.PdfAnnotation,3
com.itextpdf.text.pdf.codec.JBIG2SegmentReader,3
com.itextpdf.text.pdf.PdfStructureTreeRoot,3
com.itextpdf.text.pdf.PdfSignatureAppearance,5
com.itextpdf.text.pdf.AcroFields$FieldPosition,3
com.itextpdf.text.pdf.codec.Base64$OutputStream,3
com.itextpdf.text.pdf.parser.FilteredRenderListener,10
com.itextpdf.text.ElementListener,3
com.itextpdf.text.pdf.codec.PngImage$NewByteArrayOutputStream,3
com.itextpdf.text.pdf.PdfString,3
com.itextpdf.text.pdf.PdfOutline,3
com.itextpdf.text.pdf.CFFFont$Font,3
com.itextpdf.text.pdf.AsianFontMapper,4
com.itextpdf.text.pdf.interfaces.PdfDocumentActions,3
com.itextpdf.text.pdf.PdfBorderDictionary,3
com.itextpdf.text.html.simpleparser.LinkProcessor,7
com.itextpdf.text.pdf.BaseFont,3
com.itextpdf.text.pdf.IntHashtable,3
com.itextpdf.text.pdf.PdfIndirectReference,3
com.itextpdf.text.Utilities,3
com.itextpdf.text.pdf.hyphenation.HyphenationTree,5
com.itextpdf.text.pdf.CFFFont$IndexOffsetItem,3
com.itextpdf.text.ImgTemplate,3
com.itextpdf.text.pdf.qrcode.Mode,3
com.itextpdf.text.pdf.TrueTypeFont$FontHeader,3
com.itextpdf.text.pdf.qrcode.QRCode,4
com.itextpdf.text.pdf.PdfFormXObject,3
com.itextpdf.text.pdf.parser.MarkedContentInfo,4
com.itextpdf.text.pdf.PdfCopyFields,4
com.itextpdf.text.pdf.PdfPageLabels,3
com.itextpdf.text.pdf.PdfOCProperties,3
com.itextpdf.text.factories.RomanAlphabetFactory,3
com.itextpdf.text.pdf.parser.PdfContentStreamProcessor$SetTextLeading,10
com.itextpdf.text.pdf.richmedia.RichMediaCommand,4
com.itextpdf.text.Font$1,3
com.itextpdf.text.pdf.PdfSmartCopy$ByteStore,5
com.itextpdf.text.pdf.PdfCopy,4
com.itextpdf.text.MarkedSection,3
com.itextpdf.text.pdf.codec.TIFFFaxDecompressor,0
com.itextpdf.text.pdf.fonts.cmaps.CMapParser,5
com.itextpdf.text.pdf.AcroFields$Item,3
com.itextpdf.text.ChapterAutoNumber,3
com.itextpdf.text.pdf.PdfPublicKeyRecipient,0
com.itextpdf.text.BaseColor,3
com.itextpdf.text.factories.RomanNumberFactory,0
com.itextpdf.text.pdf.draw.DrawInterface,3
com.itextpdf.text.Image,3
com.itextpdf.text.pdf.SimpleNamedDestination,3
com.itextpdf.text.pdf.parser.ContentOperator,10
com.itextpdf.text.xml.xmp.XmpWriter,3
com.itextpdf.text.xml.xmp.XmpMMSchema,1
com.itextpdf.text.pdf.Type3Glyph,4
com.itextpdf.text.pdf.parser.PdfContentReaderTool,13
com.itextpdf.text.pdf.PdfPCell,3
com.itextpdf.text.pdf.parser.PdfContentStreamProcessor$PopGraphicsState,10
com.itextpdf.text.pdf.PdfPRow,3
com.itextpdf.text.pdf.BarcodeDatamatrix$ReedSolomon,4
com.itextpdf.text.pdf.PdfDestination,3
com.itextpdf.text.pdf.parser.RenderListener,9
com.itextpdf.text.pdf.MappedRandomAccessFile,0
com.itextpdf.text.exceptions.InvalidPdfException,0
com.itextpdf.text.pdf.PdfPKCS7,3
com.itextpdf.text.pdf.BadPdfFormatException,2
com.itextpdf.text.pdf.PdfSigGenericPKCS$VeriSign,4
com.itextpdf.text.pdf.PdfDashPattern,3
com.itextpdf.text.pdf.XfaForm,3
com.itextpdf.text.pdf.parser.TextMarginFinder,10
com.itextpdf.text.pdf.interfaces.PdfRunDirection,0
com.itextpdf.text.pdf.PdfDocument$PdfInfo,3
com.itextpdf.text.exceptions.BadPasswordException,0
com.itextpdf.text.pdf.codec.CCITTG4Encoder,3
com.itextpdf.text.pdf.codec.BmpImage,3
com.itextpdf.text.pdf.PdfVisibilityExpression,3
com.itextpdf.text.Font$FontFamily,3
com.itextpdf.text.html.simpleparser.ImageProcessor,7
com.itextpdf.text.List,3
com.itextpdf.text.pdf.PdfICCBased,3
com.itextpdf.text.pdf.PdfShadingPattern,3
com.itextpdf.text.pdf.FontDetails,3
com.itextpdf.text.pdf.PdfRectangle,3
com.itextpdf.text.pdf.parser.PdfContentStreamProcessor,10
com.itextpdf.text.pdf.Barcode39,5
com.itextpdf.text.pdf.PdfReader$PageRefs,3
com.itextpdf.text.pdf.PdfWriter$PdfBody,3
com.itextpdf.text.html.simpleparser.ChainedProperties$TagAttributes,6
com.itextpdf.text.pdf.DefaultSplitCharacter,3
com.itextpdf.text.pdf.CMYKColor,3
com.itextpdf.text.pdf.CFFFontSubset,3
com.itextpdf.text.pdf.AcroFields$1,3
com.itextpdf.text.pdf.PdfEFStream,3
com.itextpdf.text.RtfElementInterface,0
com.itextpdf.text.pdf.BaseField,3
com.itextpdf.text.pdf.fonts.cmaps.CMap,4
com.itextpdf.text.pdf.ColumnText,3
com.itextpdf.text.pdf.parser.GraphicsState,7
com.itextpdf.text.pdf.parser.Matrix,0
com.itextpdf.text.pdf.collection.PdfCollectionItem,3
com.itextpdf.text.pdf.DefaultFontMapper,3
com.itextpdf.text.pdf.PdfStamperImp$PageStamp,3
com.itextpdf.text.pdf.PdfPageEvent,3
com.itextpdf.text.pdf.PdfPageLabels$PdfPageLabelFormat,3
com.itextpdf.text.pdf.HyphenationEvent,3
com.itextpdf.text.pdf.RadioCheckField,4
com.itextpdf.text.pdf.qrcode.QRCodeWriter,8
com.itextpdf.text.pdf.PdfStream,3
com.itextpdf.text.ImgWMF,3
com.itextpdf.text.pdf.fonts.cmaps.CMapParser$LiteralName,5
com.itextpdf.text.pdf.ArabicLigaturizer,3
com.itextpdf.text.pdf.codec.LZWStringTable,0
com.itextpdf.text.pdf.parser.PdfContentStreamProcessor$ModifyCurrentTransformationMatrix,10
com.itextpdf.text.pdf.qrcode.GF256,0
com.itextpdf.text.pdf.FdfReader,3
com.itextpdf.text.html.simpleparser.ElementFactory,8
com.itextpdf.text.pdf.CFFFont$IndexMarkerItem,3
com.itextpdf.text.pdf.PdfPublicKeySecurityHandler,3
com.itextpdf.text.pdf.BarcodeCodabar,5
com.itextpdf.text.pdf.BarcodeInter25,5
com.itextpdf.text.pdf.codec.BitFile,0
com.itextpdf.text.LargeElement,3
com.itextpdf.text.pdf.PdfFunction,3
com.itextpdf.text.pdf.XfdfReader,3
com.itextpdf.text.pdf.OutputStreamEncryption,2
com.itextpdf.text.pdf.codec.GifImage,3
com.itextpdf.text.pdf.PdfGraphics2D$FakeComponent,3
com.itextpdf.text.pdf.parser.RegionTextRenderFilter,10
com.itextpdf.text.pdf.qrcode.Encoder,7
com.itextpdf.text.xml.xmp.PdfSchema,3
com.itextpdf.text.ImgRaw,3
com.itextpdf.text.pdf.draw.DottedLineSeparator,6
com.itextpdf.text.pdf.events.PdfPTableEventForwarder,3
com.itextpdf.text.pdf.AcroFields$SorterComparator,3
com.itextpdf.text.html.HtmlUtilities,5
com.itextpdf.text.pdf.PRTokeniser$TokenType,3
com.itextpdf.text.pdf.qrcode.BlockPair,1
com.itextpdf.text.pdf.internal.PolylineShape,3
com.itextpdf.text.pdf.BarcodeDatamatrix$DmParams,4
com.itextpdf.text.pdf.XfaForm$InverseStore,3
com.itextpdf.text.pdf.parser.PdfContentStreamProcessor$SetTextFont,10
com.itextpdf.text.pdf.PdfPatternPainter,3
com.itextpdf.text.pdf.richmedia.RichMediaPosition,4
com.itextpdf.text.pdf.codec.TiffWriter$FieldLong,2
com.itextpdf.text.xml.XMLUtil,0
com.itextpdf.text.DocListener,3
com.itextpdf.text.pdf.codec.wmf.MetaPen,3
com.itextpdf.text.pdf.IntHashtable$IntHashtableIterator,3
com.itextpdf.text.pdf.PdfDocument,3
com.itextpdf.text.pdf.richmedia.CuePoint,4
com.itextpdf.text.pdf.codec.GifImage$GifFrame,3
com.itextpdf.text.pdf.parser.PdfContentStreamProcessor$EndText,10
com.itextpdf.text.pdf.PdfPages,3
com.itextpdf.text.pdf.XfaForm$AcroFieldsSearch,3
com.itextpdf.text.pdf.PdfAppearance,3
com.itextpdf.text.pdf.parser.PdfContentStreamProcessor$BeginMarkedContent,10
com.itextpdf.text.pdf.Type1Font,3
com.itextpdf.text.pdf.PdfPSXObject,3
com.itextpdf.text.Jpeg,3
com.itextpdf.text.pdf.fonts.cmaps.CMapParser$1,5
com.itextpdf.text.pdf.crypto.ARCFOUREncryption,0
com.itextpdf.text.pdf.parser.PdfContentStreamProcessor$FormXObjectDoHandler,10
com.itextpdf.text.pdf.PdfCopyForms,5
com.itextpdf.text.pdf.PdfShading,3
com.itextpdf.text.pdf.parser.LineSegment,2
com.itextpdf.text.pdf.qrcode.GF256Poly,0
com.itextpdf.text.html.simpleparser.CellWrapper,7
com.itextpdf.text.pdf.codec.wmf.MetaDo,3
com.itextpdf.text.xml.simpleparser.IanaEncodings,0
com.itextpdf.text.pdf.TrueTypeFontUnicode,3
com.itextpdf.text.pdf.parser.PdfContentStreamProcessor$MoveNextLineAndShowTextWithSpacing,10
com.itextpdf.text.pdf.qrcode.FormatInformation,1
com.itextpdf.text.Font,3
com.itextpdf.text.pdf.PdfEncodings$WingdingsConversion,3
com.itextpdf.text.pdf.OcspClientBouncyCastle,4
com.itextpdf.text.pdf.PdfGraphics2D$HyperLinkKey,3
com.itextpdf.text.pdf.RandomAccessFileOrArray,3
com.itextpdf.text.pdf.PdfImportedPage,3
com.itextpdf.text.pdf.hyphenation.TernaryTree,1
com.itextpdf.text.pdf.SpotColor,3
com.itextpdf.text.pdf.interfaces.PdfViewerPreferences,3
com.itextpdf.text.xml.simpleparser.SimpleXMLDocHandler,0
com.itextpdf.text.pdf.PdfSigGenericPKCS$PPKLite,4
com.itextpdf.text.pdf.PdfTemplate,3
com.itextpdf.text.pdf.codec.TiffWriter$FieldBase,2
com.itextpdf.text.pdf.PdfFont,3
com.itextpdf.text.pdf.collection.PdfCollectionSchema,3
com.itextpdf.text.GreekList,5
com.itextpdf.text.xml.XmlDomWriter,0
com.itextpdf.text.pdf.parser.SimpleTextExtractionStrategy,11
com.itextpdf.text.factories.GreekAlphabetFactory,4
com.itextpdf.text.pdf.PageResources,3
com.itextpdf.text.pdf.PdfTextArray,3
com.itextpdf.text.pdf.hyphenation.TernaryTree$Iterator$Item,1
com.itextpdf.text.pdf.PdfAcroForm,3
com.itextpdf.text.pdf.interfaces.PdfPageActions,3
com.itextpdf.text.pdf.AcroFields$InstHit,3
com.itextpdf.text.pdf.PdfPCellEvent,3
com.itextpdf.text.xml.xmp.LangAlt,0
com.itextpdf.text.pdf.PdfGraphics2D,3
com.itextpdf.text.pdf.codec.TiffWriter$FieldAscii,2
com.itextpdf.text.pdf.richmedia.RichMediaAnnotation,8
com.itextpdf.text.pdf.PatternColor,3
com.itextpdf.text.html.HtmlEncoder,4
com.itextpdf.text.pdf.BarcodePDF417$Segment,4
com.itextpdf.text.pdf.fonts.cmaps.CMapParser$Operator,5
com.itextpdf.text.pdf.CFFFont$OffsetItem,3
com.itextpdf.text.pdf.PdfReader$1,3
com.itextpdf.text.xml.simpleparser.NewLineHandler,0
com.itextpdf.text.pdf.parser.PdfContentStreamProcessor$Do,10
com.itextpdf.text.pdf.richmedia.RichMediaPresentation,6
com.itextpdf.text.pdf.parser.PdfContentStreamProcessor$IgnoreOperatorContentOperator,10
com.itextpdf.text.pdf.GrayColor,3
com.itextpdf.text.pdf.TrueTypeFont,3
com.itextpdf.text.FontFactory,3
com.itextpdf.text.pdf.parser.InlineImageUtils$InlineImageParseException,6
com.itextpdf.text.pdf.TrueTypeFont$HorizontalHeader,3
com.itextpdf.text.pdf.DocumentFont,3
com.itextpdf.text.pdf.parser.PdfContentStreamProcessor$ProcessGraphicsStateResource,10
com.itextpdf.text.pdf.CFFFont$DictNumberItem,3
com.itextpdf.text.pdf.HyphenationAuto,7
com.itextpdf.text.pdf.parser.PdfContentStreamProcessor$ResourceDictionary,10
com.itextpdf.text.pdf.hyphenation.PatternConsumer,0
com.itextpdf.text.pdf.CFFFont$RangeItem,3
com.itextpdf.text.pdf.parser.PdfContentStreamProcessor$TextMoveStartNextLineWithLeading,10
com.itextpdf.text.pdf.LZWDecoder,3
com.itextpdf.text.pdf.PdfStamper,5
com.itextpdf.text.pdf.parser.PdfContentStreamProcessor$TextMoveStartNextLine,10
com.itextpdf.text.pdf.parser.MarkedContentRenderFilter,10
com.itextpdf.text.Header,3
com.itextpdf.text.SpecialSymbol,3
com.itextpdf.text.pdf.BidiLine,3
com.itextpdf.text.Jpeg2000,3
com.itextpdf.text.pdf.PdfMediaClipData,3
com.itextpdf.text.pdf.PdfLine,3
com.itextpdf.text.pdf.PRAcroForm,3
com.itextpdf.text.ImgCCITT,3
com.itextpdf.text.pdf.codec.Base64,3
com.itextpdf.text.pdf.AcroFields,3
com.itextpdf.text.pdf.BarcodeEAN,5
com.itextpdf.text.pdf.PRStream,3
com.itextpdf.text.pdf.PdfContents,3
com.itextpdf.text.pdf.PdfXConformanceException,0
com.itextpdf.text.pdf.qrcode.ErrorCorrectionLevel,0
com.itextpdf.text.pdf.TSAClientBouncyCastle,4
com.itextpdf.text.pdf.richmedia.RichMediaExecuteAction,5
com.itextpdf.text.ZapfDingbatsNumberList,4
com.itextpdf.text.pdf.ExtendedColor,3
com.itextpdf.text.pdf.parser.PdfContentStreamProcessor$SetTextRenderMode,10
com.itextpdf.text.pdf.PdfWriter$PdfBody$PdfCrossReference,3
com.itextpdf.text.pdf.PdfContentByte,3
com.itextpdf.text.pdf.codec.wmf.MetaState,3

